X,Y,Z,标注类别名称,预测类别,图像路径
-1.7733403,3.2767687,9.53188,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_53_RCAN_BIX4-official.png
-1.6041483,2.4461102,7.033646,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_57_RCAN_BIX4-official.png
-2.4334307,7.4902725,5.144947,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_60_RCAN_BIX4-official.png
-2.1505508,8.371041,9.664276,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_65_RCAN_BIX4-official.png
-1.9684072,4.375356,10.441729,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_67_RCAN_BIX4-official.png
-2.7609231,7.204566,9.198245,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_68_RCAN_BIX4-official.png
-2.6545587,8.297628,8.290737,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_73_RCAN_BIX4-official.png
-1.3269987,4.4334865,2.9395978,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_74_RCAN_BIX4-official.png
-2.9430957,7.6310124,7.0567913,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_78_RCAN_BIX4-official.png
-2.263855,9.11969,8.406974,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151507_cell_51_RCAN_BIX4-official.png
-2.3931837,8.51849,8.88605,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151507_cell_53_RCAN_BIX4-official.png
-2.2942998,6.8222227,10.373747,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_59_RCAN_BIX4-official.png
-2.149769,3.2329993,7.14528,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_60_RCAN_BIX4-official.png
-2.3831162,8.971103,8.001212,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_67_RCAN_BIX4-official.png
-2.5855262,5.907219,5.2119446,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_72_RCAN_BIX4-official.png
-2.1043422,5.8692946,3.8746476,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_76_RCAN_BIX4-official.png
-2.7559347,7.1240053,9.2464695,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_77_RCAN_BIX4-official.png
-0.3138102,2.994561,2.6670883,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_83_RCAN_BIX4-official.png
-2.0917442,9.162368,6.6121078,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_155731_cell_63_RCAN_BIX4-official.png
-2.1370182,3.721054,9.263679,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_155731_cell_64_RCAN_BIX4-official.png
-2.3662808,9.033184,8.001817,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_155731_cell_71_RCAN_BIX4-official.png
-2.3901658,8.9556055,8.20113,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_155731_cell_74_RCAN_BIX4-official.png
-1.4292272,10.327365,8.712124,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_155731_cell_75_RCAN_BIX4-official.png
-2.5338583,8.253575,6.4547415,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_12_RCAN_BIX4-official.png
-1.8065033,2.8559492,5.930992,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_18_RCAN_BIX4-official.png
-0.35518572,2.5027058,11.410066,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_22_RCAN_BIX4-official.png
-2.7616725,8.281184,7.697171,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_24_RCAN_BIX4-official.png
-1.558235,10.149956,8.600245,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_30_RCAN_BIX4-official.png
-2.330125,8.984846,8.437442,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_32_RCAN_BIX4-official.png
-2.2559707,6.74813,10.493052,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_38_RCAN_BIX4-official.png
-2.5934777,6.2916937,5.294437,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_41_RCAN_BIX4-official.png
-0.031200556,5.3061266,1.1725292,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_7_RCAN_BIX4-official.png
-2.2230275,8.534074,5.7340364,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_16_RCAN_BIX4-official.png
-1.379624,2.5307214,9.200892,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_22_RCAN_BIX4-official.png
-1.7907891,5.7459707,3.2445664,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_23_RCAN_BIX4-official.png
-2.541367,7.701123,5.639528,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_4_RCAN_BIX4-official.png
-1.6319543,9.002371,9.998954,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_67_RCAN_BIX4-official.png
-2.6192594,8.471766,7.0245457,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_79_RCAN_BIX4-official.png
-2.6670005,7.988907,8.657881,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_88_RCAN_BIX4-official.png
-1.25419,6.150113,11.932128,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_90_RCAN_BIX4-official.png
-2.1874368,4.031864,5.094301,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_100_RCAN_BIX4-official.png
-2.3240726,6.0133696,10.471286,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_74_RCAN_BIX4-official.png
-2.669224,7.4189143,9.233016,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_81_RCAN_BIX4-official.png
-2.4689865,4.5598984,9.343094,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_91_RCAN_BIX4-official.png
-1.5007908,6.341353,2.7910762,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_93_RCAN_BIX4-official.png
-0.8669894,5.9240646,1.9549731,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_161508_cell_193_RCAN_BIX4-official.png
-1.6641666,6.545177,3.089873,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162051_cell_145_RCAN_BIX4-official.png
-2.5749214,5.219396,5.3804793,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162300_cell_181_RCAN_BIX4-official.png
-2.911427,5.323465,6.7842627,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162300_cell_182_RCAN_BIX4-official.png
-2.6471963,4.2643504,7.6555557,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162511_cell_169_RCAN_BIX4-official.png
-0.045976855,5.504232,1.1864805,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162511_cell_172_RCAN_BIX4-official.png
-1.4962138,3.8538451,3.6591702,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_163054_cell_169_RCAN_BIX4-official.png
-2.4859848,8.122308,6.077944,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164250_cell_170_RCAN_BIX4-official.png
-1.6432059,5.5416884,3.0253086,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164331_cell_184_RCAN_BIX4-official.png
-2.4158454,8.090595,5.703498,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164553_cell_168_RCAN_BIX4-official.png
-0.36021706,4.4377427,1.7455032,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164553_cell_170_RCAN_BIX4-official.png
-1.8438786,9.816758,7.782548,parasitized,parasitized,D:\dataset\sr\val\parasitized\C104P65ThinF_IMG_20150918_172639_cell_184_RCAN_BIX4-official.png
-0.55468506,2.7719388,3.236371,parasitized,parasitized,D:\dataset\sr\val\parasitized\C105P66ThinF_IMG_20150924_095034_cell_149_RCAN_BIX4-official.png
-0.28066275,3.1199987,2.4804883,parasitized,parasitized,D:\dataset\sr\val\parasitized\C105P66ThinF_IMG_20150924_095716_cell_114_RCAN_BIX4-official.png
-0.8514255,3.2227354,3.126179,parasitized,parasitized,D:\dataset\sr\val\parasitized\C106P67ThinF_IMG_20150924_103811_cell_183_RCAN_BIX4-official.png
-0.07889591,5.0036354,1.2642944,parasitized,parasitized,D:\dataset\sr\val\parasitized\C106P67ThinF_IMG_20150924_104044_cell_167_RCAN_BIX4-official.png
-1.4243548,4.982467,11.637775,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221632_cell_172_RCAN_BIX4-official.png
-0.54843444,5.79274,1.6389633,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221909_cell_160_RCAN_BIX4-official.png
-0.57512873,1.4861257,8.99722,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221909_cell_162_RCAN_BIX4-official.png
-2.5801828,6.0921264,9.805317,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222233_cell_156_RCAN_BIX4-official.png
-2.7368014,4.7464,6.3896604,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222233_cell_158_RCAN_BIX4-official.png
-1.8835083,5.9943314,11.198929,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_175_RCAN_BIX4-official.png
-1.8798311,5.9414544,11.199973,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_177_RCAN_BIX4-official.png
-1.330014,4.8641534,11.712281,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_178_RCAN_BIX4-official.png
-2.3264208,4.118192,5.425668,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_181_RCAN_BIX4-official.png
-2.0322495,5.4149594,10.847428,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_143_RCAN_BIX4-official.png
-1.6756191,3.1483128,9.581094,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_144_RCAN_BIX4-official.png
-2.963411,7.035216,8.735818,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_146_RCAN_BIX4-official.png
-1.8000003,5.966216,11.30826,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222630_cell_176_RCAN_BIX4-official.png
-0.88314015,5.958599,1.9749966,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_224038_cell_189_RCAN_BIX4-official.png
-1.6510696,8.105265,3.795798,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_224616_cell_197_RCAN_BIX4-official.png
-1.6099955,8.921381,10.110193,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_225004_cell_221_RCAN_BIX4-official.png
-2.0401974,8.137688,10.102554,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_225004_cell_222_RCAN_BIX4-official.png
-2.5475879,4.466748,5.8384266,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_102716_cell_187_RCAN_BIX4-official.png
-1.5594718,2.3909783,6.9593377,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_102944_cell_172_RCAN_BIX4-official.png
-1.9639654,4.4754176,4.151588,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103113_cell_162_RCAN_BIX4-official.png
-0.57738847,5.023782,1.7879722,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103214_cell_182_RCAN_BIX4-official.png
-2.6904662,4.695756,6.1337843,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103645_cell_173_RCAN_BIX4-official.png
-1.8661664,3.6891115,4.5758514,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103811_cell_157_RCAN_BIX4-official.png
-0.6462234,4.7110815,1.9658016,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_105559_cell_200_RCAN_BIX4-official.png
-1.6283488,2.4794807,7.183926,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_110052_cell_238_RCAN_BIX4-official.png
-1.6807818,2.5554295,7.330421,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_110404_cell_157_RCAN_BIX4-official.png
-2.9193556,7.308727,6.6749406,parasitized,parasitized,D:\dataset\sr\val\parasitized\C111P72ThinF_IMG_20150930_112609_cell_169_RCAN_BIX4-official.png
-3.0329053,7.212219,7.4105115,parasitized,parasitized,D:\dataset\sr\val\parasitized\C111P72ThinF_IMG_20150930_112827_cell_179_RCAN_BIX4-official.png
-1.6010259,3.958618,3.7567337,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131254_cell_184_RCAN_BIX4-official.png
-1.7730438,7.7484217,3.8373399,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131401_cell_165_RCAN_BIX4-official.png
-2.7552035,5.2865305,9.103075,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131401_cell_167_RCAN_BIX4-official.png
-1.7760859,9.716032,8.9914875,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131516_cell_177_RCAN_BIX4-official.png
-1.6616809,8.216283,3.8869822,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131516_cell_178_RCAN_BIX4-official.png
-1.8812454,6.0754027,3.406932,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131605_cell_183_RCAN_BIX4-official.png
-0.8829036,3.2718544,3.1227074,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134355_cell_164_RCAN_BIX4-official.png
-2.5112264,5.262136,5.183146,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134429_cell_182_RCAN_BIX4-official.png
-2.0080585,7.4433236,10.536073,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134429_cell_184_RCAN_BIX4-official.png
-2.4104216,6.6075945,10.254557,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_170_RCAN_BIX4-official.png
-0.5077746,5.2111144,1.6571919,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_173_RCAN_BIX4-official.png
-0.35067123,2.8746035,2.8221817,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_174_RCAN_BIX4-official.png
-2.9064167,6.004756,6.2887177,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134751_cell_173_RCAN_BIX4-official.png
-1.6830082,6.2840614,3.0509357,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_180_RCAN_BIX4-official.png
-1.659346,2.8717914,5.3438253,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_182_RCAN_BIX4-official.png
-1.9373243,4.209939,10.366835,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_183_RCAN_BIX4-official.png
-2.9872608,6.939085,8.625538,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_183_RCAN_BIX4-official.png
-2.9867578,7.0218315,8.38285,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_184_RCAN_BIX4-official.png
-2.0926247,7.771807,4.4993234,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_188_RCAN_BIX4-official.png
-0.5177901,1.1737454,7.566566,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_150013_cell_195_RCAN_BIX4-official.png
-2.0103672,3.1027856,6.11916,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_150833_cell_165_RCAN_BIX4-official.png
-0.27327994,2.8952415,12.011517,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_151150_cell_177_RCAN_BIX4-official.png
-0.34111065,2.8067987,11.854952,parasitized,parasitized,D:\dataset\sr\val\parasitized\C115P76ThinF_IMG_20150930_162038_cell_209_RCAN_BIX4-official.png
-0.8687431,3.2233467,3.1519277,parasitized,parasitized,D:\dataset\sr\val\parasitized\C115P76ThinF_IMG_20150930_162315_cell_256_RCAN_BIX4-official.png
-2.3690004,7.781459,5.31761,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_88_RCAN_BIX4-official.png
-0.074771665,5.4411263,1.2079494,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_95_RCAN_BIX4-official.png
-2.9028244,5.046095,8.018292,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_96_RCAN_BIX4-official.png
-0.64863175,2.3617687,3.9417615,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_97_RCAN_BIX4-official.png
-2.5758855,7.963796,6.089379,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_98_RCAN_BIX4-official.png
-0.5387767,2.1780767,3.992656,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_103_RCAN_BIX4-official.png
-7.719448e-05,5.330758,1.1374041,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_106_RCAN_BIX4-official.png
-2.6925716,7.34155,9.263866,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_112_RCAN_BIX4-official.png
-2.870891,7.281207,6.560624,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_119_RCAN_BIX4-official.png
-0.35248405,2.5732565,11.507343,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_121_RCAN_BIX4-official.png
-0.48783004,1.2209064,8.104456,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_132_RCAN_BIX4-official.png
-0.41848114,1.4459124,9.282475,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_84_RCAN_BIX4-official.png
-1.2162745,2.0988193,8.572099,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_92_RCAN_BIX4-official.png
-2.4860883,6.286336,4.908099,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_100_RCAN_BIX4-official.png
-1.9295167,7.9318485,4.263853,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_101_RCAN_BIX4-official.png
-0.4745016,1.1373105,8.067072,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_102_RCAN_BIX4-official.png
-0.48187068,4.591324,1.8250167,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_103_RCAN_BIX4-official.png
-1.6737336,2.5499027,7.2622027,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_105_RCAN_BIX4-official.png
-1.4338865,2.2328126,7.142021,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_108_RCAN_BIX4-official.png
-2.4117777,3.7490778,7.564865,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_110_RCAN_BIX4-official.png
-1.7058493,3.0978014,9.387023,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_123_RCAN_BIX4-official.png
-0.22556181,4.012333,1.7876492,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_124_RCAN_BIX4-official.png
-2.2635763,7.2205043,4.5472054,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_129_RCAN_BIX4-official.png
-0.25723466,2.958567,12.0694065,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_131_RCAN_BIX4-official.png
-0.38253763,4.4123106,1.7872247,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_132_RCAN_BIX4-official.png
-0.015428525,5.4318633,1.1610812,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_138_RCAN_BIX4-official.png
-0.31322134,2.7985117,11.898496,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_141_RCAN_BIX4-official.png
