X,Y,Z,标注类别名称,预测类别,图像路径
-20.161404,-12.700059,3.955418,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_7_RCAN_BIX4-official.png
-13.095274,-1.1140975,11.846573,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_16_RCAN_BIX4-official.png
-14.59382,6.883633,-8.950381,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_22_RCAN_BIX4-official.png
-9.9970665,-10.662644,5.6186924,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_23_RCAN_BIX4-official.png
-9.8736,-1.2603763,10.118596,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_4_RCAN_BIX4-official.png
-20.389915,8.097139,9.033338,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_67_RCAN_BIX4-official.png
-11.47519,2.6846385,12.735598,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_79_RCAN_BIX4-official.png
-12.554249,8.732235,10.28518,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_88_RCAN_BIX4-official.png
-22.072178,10.37711,2.1839128,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_90_RCAN_BIX4-official.png
-6.9640646,-4.6152463,-1.5493793,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_100_RCAN_BIX4-official.png
-14.801612,14.321327,2.7524793,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_74_RCAN_BIX4-official.png
-11.917793,10.0914135,8.422166,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_81_RCAN_BIX4-official.png
-9.616664,10.536505,-2.2977195,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_91_RCAN_BIX4-official.png
-12.08036,-11.972811,7.4329596,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_93_RCAN_BIX4-official.png
-15.298999,-12.699563,6.1727476,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_161508_cell_193_RCAN_BIX4-official.png
-11.765893,-9.907041,8.348565,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162051_cell_145_RCAN_BIX4-official.png
-8.00846,-2.4012082,2.4342613,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162300_cell_181_RCAN_BIX4-official.png
-6.7505493,2.179023,3.5406406,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162300_cell_182_RCAN_BIX4-official.png
-8.967774,3.9037068,-0.68347615,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162511_cell_169_RCAN_BIX4-official.png
-20.056337,-12.232994,5.1524587,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162511_cell_172_RCAN_BIX4-official.png
-10.660185,-10.010806,-2.125041,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_163054_cell_169_RCAN_BIX4-official.png
-11.502948,1.0534575,11.40309,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164250_cell_170_RCAN_BIX4-official.png
-10.394251,-11.972165,4.250358,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164331_cell_184_RCAN_BIX4-official.png
-11.587618,-0.6118912,10.964339,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164553_cell_168_RCAN_BIX4-official.png
-17.380474,-13.649676,0.62691885,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164553_cell_170_RCAN_BIX4-official.png
-17.885206,1.9743901,12.500059,parasitized,parasitized,D:\dataset\sr\val\parasitized\C104P65ThinF_IMG_20150918_172639_cell_184_RCAN_BIX4-official.png
-15.694076,-10.107914,-5.161329,parasitized,parasitized,D:\dataset\sr\val\parasitized\C105P66ThinF_IMG_20150924_095034_cell_149_RCAN_BIX4-official.png
-17.669558,-12.001408,-4.9256845,parasitized,parasitized,D:\dataset\sr\val\parasitized\C105P66ThinF_IMG_20150924_095716_cell_114_RCAN_BIX4-official.png
-13.233291,-10.667143,-3.745953,parasitized,parasitized,D:\dataset\sr\val\parasitized\C106P67ThinF_IMG_20150924_103811_cell_183_RCAN_BIX4-official.png
-19.59422,-13.128204,2.5667553,parasitized,parasitized,D:\dataset\sr\val\parasitized\C106P67ThinF_IMG_20150924_104044_cell_167_RCAN_BIX4-official.png
-20.01843,12.103565,-1.2495439,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221632_cell_172_RCAN_BIX4-official.png
-17.48396,-12.510043,5.62366,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221909_cell_160_RCAN_BIX4-official.png
-19.293823,4.2726145,-9.923155,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221909_cell_162_RCAN_BIX4-official.png
-12.034307,12.581835,3.8831213,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222233_cell_156_RCAN_BIX4-official.png
-6.1478157,0.48094195,0.9590337,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222233_cell_158_RCAN_BIX4-official.png
-18.356438,14.155179,2.4366713,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_175_RCAN_BIX4-official.png
-18.233881,14.237789,2.021154,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_177_RCAN_BIX4-official.png
-20.399597,11.747761,-1.5014546,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_178_RCAN_BIX4-official.png
-7.0396967,-3.7017581,-1.2170042,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_181_RCAN_BIX4-official.png
-16.388563,13.525949,0.7151885,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_143_RCAN_BIX4-official.png
-13.419409,9.069259,-7.219859,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_144_RCAN_BIX4-official.png
-8.6851015,9.6248665,7.390354,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_146_RCAN_BIX4-official.png
-18.85961,13.776079,1.9231079,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222630_cell_176_RCAN_BIX4-official.png
-15.385087,-12.644742,6.2894893,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_224038_cell_189_RCAN_BIX4-official.png
-16.007603,-5.2385964,11.562051,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_224616_cell_197_RCAN_BIX4-official.png
-21.359268,8.0311985,8.22401,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_225004_cell_221_RCAN_BIX4-official.png
-17.369175,10.843294,9.550686,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_225004_cell_222_RCAN_BIX4-official.png
-5.1398826,-2.1091907,-0.3356754,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_102716_cell_187_RCAN_BIX4-official.png
-10.800718,-0.015183988,-8.086235,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_102944_cell_172_RCAN_BIX4-official.png
-7.0525804,-9.522387,-1.1075228,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103113_cell_162_RCAN_BIX4-official.png
-16.166595,-14.090706,2.510987,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103214_cell_182_RCAN_BIX4-official.png
-4.702464,-0.6156412,0.50915927,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103645_cell_173_RCAN_BIX4-official.png
-8.973659,-6.6946597,-3.145463,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103811_cell_157_RCAN_BIX4-official.png
-15.455564,-13.609408,1.3001547,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_105559_cell_200_RCAN_BIX4-official.png
-10.894318,1.3458571,-7.9350677,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_110052_cell_238_RCAN_BIX4-official.png
-10.710803,2.2891517,-7.9293776,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_110404_cell_157_RCAN_BIX4-official.png
-6.2926855,2.6986318,9.783462,parasitized,parasitized,D:\dataset\sr\val\parasitized\C111P72ThinF_IMG_20150930_112609_cell_169_RCAN_BIX4-official.png
-6.3926716,5.6055717,8.146421,parasitized,parasitized,D:\dataset\sr\val\parasitized\C111P72ThinF_IMG_20150930_112827_cell_179_RCAN_BIX4-official.png
-10.311566,-9.104157,-1.3781569,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131254_cell_184_RCAN_BIX4-official.png
-14.438463,-6.874499,10.863288,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131401_cell_165_RCAN_BIX4-official.png
-10.72307,8.872325,1.6762068,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131401_cell_167_RCAN_BIX4-official.png
-19.513186,6.3437495,11.241119,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131516_cell_177_RCAN_BIX4-official.png
-15.992258,-4.792241,11.743841,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131516_cell_178_RCAN_BIX4-official.png
-9.472788,-9.727158,6.8952746,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131605_cell_183_RCAN_BIX4-official.png
-12.50824,-11.441684,-3.2290928,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134355_cell_164_RCAN_BIX4-official.png
-6.0738482,-3.8713644,2.9786937,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134429_cell_182_RCAN_BIX4-official.png
-17.519045,11.621191,6.8564496,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134429_cell_184_RCAN_BIX4-official.png
-14.222176,12.918893,4.5256453,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_170_RCAN_BIX4-official.png
-16.970617,-13.886921,3.248255,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_173_RCAN_BIX4-official.png
-16.02313,-11.848066,-4.744202,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_174_RCAN_BIX4-official.png
-5.1991467,1.7316906,6.049732,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134751_cell_173_RCAN_BIX4-official.png
-11.473569,-10.1212435,7.033322,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_180_RCAN_BIX4-official.png
-9.133471,-5.2416344,-5.7212477,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_182_RCAN_BIX4-official.png
-14.52855,11.33564,-3.9831715,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_183_RCAN_BIX4-official.png
-8.2906065,9.1036825,7.2492423,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_183_RCAN_BIX4-official.png
-6.936793,9.378905,8.270549,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_184_RCAN_BIX4-official.png
-12.331902,-5.341958,11.063971,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_188_RCAN_BIX4-official.png
-17.540699,-0.607867,-9.092228,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_150013_cell_195_RCAN_BIX4-official.png
-7.363499,-1.8685466,-5.6661415,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_150833_cell_165_RCAN_BIX4-official.png
-23.318935,6.7964153,-6.7576575,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_151150_cell_177_RCAN_BIX4-official.png
-22.230343,7.2838807,-7.205087,parasitized,parasitized,D:\dataset\sr\val\parasitized\C115P76ThinF_IMG_20150930_162038_cell_209_RCAN_BIX4-official.png
-12.641815,-10.753848,-3.7216032,parasitized,parasitized,D:\dataset\sr\val\parasitized\C115P76ThinF_IMG_20150930_162315_cell_256_RCAN_BIX4-official.png
-9.240925,-4.023355,12.268392,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_88_RCAN_BIX4-official.png
-19.649096,-12.448878,4.7799797,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_95_RCAN_BIX4-official.png
-7.389279,6.6724353,1.265902,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_96_RCAN_BIX4-official.png
-14.810099,-8.899655,-6.59046,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_97_RCAN_BIX4-official.png
-10.424803,1.0413774,11.040448,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_98_RCAN_BIX4-official.png
-16.012589,-8.039873,-7.2163553,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_103_RCAN_BIX4-official.png
-20.270222,-12.611967,4.102131,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_106_RCAN_BIX4-official.png
-12.410765,10.801952,8.646338,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_112_RCAN_BIX4-official.png
-6.9101768,2.3542814,8.985587,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_119_RCAN_BIX4-official.png
-21.722445,6.2766423,-8.318492,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_121_RCAN_BIX4-official.png
-18.13044,0.9103543,-8.624796,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_132_RCAN_BIX4-official.png
-20.055592,4.402999,-8.988315,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_84_RCAN_BIX4-official.png
-14.542426,3.2030592,-8.861546,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_92_RCAN_BIX4-official.png
-7.047752,-5.419587,6.9529934,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_100_RCAN_BIX4-official.png
-13.364783,-5.144173,11.177927,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_101_RCAN_BIX4-official.png
-18.078674,0.92627215,-10.712809,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_102_RCAN_BIX4-official.png
-16.579914,-13.656262,1.1191127,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_103_RCAN_BIX4-official.png
-11.553792,1.5681472,-7.1592093,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_105_RCAN_BIX4-official.png
-12.313421,0.5871397,-8.387712,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_108_RCAN_BIX4-official.png
-8.491907,3.6055272,-3.6757135,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_110_RCAN_BIX4-official.png
-13.308126,7.558153,-6.6930737,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_123_RCAN_BIX4-official.png
-18.440714,-12.690702,-1.5359269,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_124_RCAN_BIX4-official.png
-9.493812,-6.351989,9.959003,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_129_RCAN_BIX4-official.png
-23.296122,7.220082,-6.6063223,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_131_RCAN_BIX4-official.png
-17.102152,-13.686405,0.5118546,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_132_RCAN_BIX4-official.png
-20.4298,-12.326084,4.9183006,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_138_RCAN_BIX4-official.png
-22.671888,6.999869,-7.3927946,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_141_RCAN_BIX4-official.png
