X,Y,标注类别名称,预测类别,图像路径
-3.5365274,5.1171007,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162511_cell_169_RCAN_BIX4-official.png
-2.2164164,12.186244,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162511_cell_172_RCAN_BIX4-official.png
-3.783209,9.30445,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_163054_cell_169_RCAN_BIX4-official.png
0.385018,6.3788075,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164250_cell_170_RCAN_BIX4-official.png
-2.0741558,9.879999,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164331_cell_184_RCAN_BIX4-official.png
0.3972838,6.7699833,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164553_cell_168_RCAN_BIX4-official.png
-3.261873,11.534245,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164553_cell_170_RCAN_BIX4-official.png
2.2020433,4.5642157,parasitized,parasitized,D:\dataset\sr\val\parasitized\C104P65ThinF_IMG_20150918_172639_cell_184_RCAN_BIX4-official.png
-5.0781465,10.07077,parasitized,parasitized,D:\dataset\sr\val\parasitized\C105P66ThinF_IMG_20150924_095034_cell_149_RCAN_BIX4-official.png
-4.699719,10.869459,parasitized,parasitized,D:\dataset\sr\val\parasitized\C105P66ThinF_IMG_20150924_095716_cell_114_RCAN_BIX4-official.png
-4.541731,10.02717,parasitized,parasitized,D:\dataset\sr\val\parasitized\C106P67ThinF_IMG_20150924_103811_cell_183_RCAN_BIX4-official.png
-2.7655146,12.104778,parasitized,parasitized,D:\dataset\sr\val\parasitized\C106P67ThinF_IMG_20150924_104044_cell_167_RCAN_BIX4-official.png
-3.4391422,0.91107494,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221632_cell_172_RCAN_BIX4-official.png
-1.93779,11.595323,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221909_cell_160_RCAN_BIX4-official.png
-6.830534,4.063746,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221909_cell_162_RCAN_BIX4-official.png
-2.0261955,2.8261876,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222233_cell_156_RCAN_BIX4-official.png
-2.8726335,6.3395967,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222233_cell_158_RCAN_BIX4-official.png
-2.3637195,1.2939181,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_175_RCAN_BIX4-official.png
-2.4129405,1.3035011,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_177_RCAN_BIX4-official.png
-3.6184995,0.80297935,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_178_RCAN_BIX4-official.png
-3.496672,7.3876166,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_181_RCAN_BIX4-official.png
-2.867735,1.7429447,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_143_RCAN_BIX4-official.png
-4.93412,3.32945,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_144_RCAN_BIX4-official.png
-0.9418846,3.8420591,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_146_RCAN_BIX4-official.png
-2.4261897,1.1662674,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222630_cell_176_RCAN_BIX4-official.png
-1.7437375,11.188859,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_224038_cell_189_RCAN_BIX4-official.png
0.6146003,8.9136095,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_224616_cell_197_RCAN_BIX4-official.png
1.0819505,2.1947334,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_225004_cell_221_RCAN_BIX4-official.png
0.20873387,2.3120153,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_225004_cell_222_RCAN_BIX4-official.png
-3.1563735,6.913996,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_102716_cell_187_RCAN_BIX4-official.png
-5.4746323,6.0998154,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_102944_cell_172_RCAN_BIX4-official.png
-3.1401002,8.631766,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103113_cell_162_RCAN_BIX4-official.png
-2.7096057,11.441162,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103214_cell_182_RCAN_BIX4-official.png
-2.9329898,6.603086,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103645_cell_173_RCAN_BIX4-official.png
-4.001067,8.261294,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103811_cell_157_RCAN_BIX4-official.png
-3.0130496,11.253724,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_105559_cell_200_RCAN_BIX4-official.png
-5.3947024,5.863122,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_110052_cell_238_RCAN_BIX4-official.png
-5.3327985,5.717308,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_110404_cell_157_RCAN_BIX4-official.png
-0.5270258,5.7243786,parasitized,parasitized,D:\dataset\sr\val\parasitized\C111P72ThinF_IMG_20150930_112609_cell_169_RCAN_BIX4-official.png
-0.7150732,5.057921,parasitized,parasitized,D:\dataset\sr\val\parasitized\C111P72ThinF_IMG_20150930_112827_cell_179_RCAN_BIX4-official.png
-3.6381602,9.154043,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131254_cell_184_RCAN_BIX4-official.png
0.25558951,8.943734,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131401_cell_165_RCAN_BIX4-official.png
-2.621511,3.6806633,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131401_cell_167_RCAN_BIX4-official.png
2.0234036,3.4414115,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131516_cell_177_RCAN_BIX4-official.png
0.68648136,8.825494,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131516_cell_178_RCAN_BIX4-official.png
-1.4986938,9.384242,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131605_cell_183_RCAN_BIX4-official.png
-4.484285,10.002126,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134355_cell_164_RCAN_BIX4-official.png
-2.2841172,7.467336,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134429_cell_182_RCAN_BIX4-official.png
-0.45433384,2.012148,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134429_cell_184_RCAN_BIX4-official.png
-1.5250648,2.3155227,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_170_RCAN_BIX4-official.png
-2.5220885,11.638429,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_173_RCAN_BIX4-official.png
-4.9921193,10.492703,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_174_RCAN_BIX4-official.png
-1.7252451,6.2600565,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134751_cell_173_RCAN_BIX4-official.png
-1.298018,9.777744,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_180_RCAN_BIX4-official.png
-4.950359,7.63332,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_182_RCAN_BIX4-official.png
-3.9625533,2.3539503,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_183_RCAN_BIX4-official.png
-1.0409657,3.9745615,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_183_RCAN_BIX4-official.png
-0.9617862,4.2117767,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_184_RCAN_BIX4-official.png
0.18188702,8.167199,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_188_RCAN_BIX4-official.png
-7.0936174,5.505163,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_150013_cell_195_RCAN_BIX4-official.png
-4.59048,6.776179,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_150833_cell_165_RCAN_BIX4-official.png
-5.791696,0.49184388,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_151150_cell_177_RCAN_BIX4-official.png
-5.8447213,0.6687817,parasitized,parasitized,D:\dataset\sr\val\parasitized\C115P76ThinF_IMG_20150930_162038_cell_209_RCAN_BIX4-official.png
-4.537177,10.000373,parasitized,parasitized,D:\dataset\sr\val\parasitized\C115P76ThinF_IMG_20150930_162315_cell_256_RCAN_BIX4-official.png
0.1168324,7.279037,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_88_RCAN_BIX4-official.png
-2.3102164,12.150081,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_95_RCAN_BIX4-official.png
-2.6866198,4.630786,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_96_RCAN_BIX4-official.png
-5.544688,9.344249,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_97_RCAN_BIX4-official.png
0.21998405,6.377358,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_98_RCAN_BIX4-official.png
-5.7694874,9.313488,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_103_RCAN_BIX4-official.png
-2.459851,12.209289,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_106_RCAN_BIX4-official.png
-0.6667051,3.2350538,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_112_RCAN_BIX4-official.png
-0.52893615,5.805254,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_119_RCAN_BIX4-official.png
-6.0264244,1.0409343,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_121_RCAN_BIX4-official.png
-7.0436106,4.8490653,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_132_RCAN_BIX4-official.png
-6.9529533,3.8734179,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_84_RCAN_BIX4-official.png
-5.97877,4.431427,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_92_RCAN_BIX4-official.png
-1.3494717,7.695943,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_100_RCAN_BIX4-official.png
0.38048944,8.426969,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_101_RCAN_BIX4-official.png
-7.1796927,5.0450716,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_102_RCAN_BIX4-official.png
-3.182111,11.449884,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_103_RCAN_BIX4-official.png
-5.343082,5.7914577,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_105_RCAN_BIX4-official.png
-5.656822,5.9606104,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_108_RCAN_BIX4-official.png
-3.9914415,5.2441626,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_110_RCAN_BIX4-official.png
-4.9661975,3.4960606,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_123_RCAN_BIX4-official.png
-3.755859,11.545856,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_124_RCAN_BIX4-official.png
-0.3864201,8.078612,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_129_RCAN_BIX4-official.png
-5.788263,0.49348047,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_131_RCAN_BIX4-official.png
-3.3147092,11.513205,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_132_RCAN_BIX4-official.png
-2.3051467,12.224181,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_138_RCAN_BIX4-official.png
-5.8657546,0.61520153,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_141_RCAN_BIX4-official.png
-4.6280913,6.697707,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_91_RCAN_BIX4-official.png
-6.9487333,3.8651896,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_93_RCAN_BIX4-official.png
-2.8549168,6.832905,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_106_RCAN_BIX4-official.png
-3.8458807,11.507169,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_107_RCAN_BIX4-official.png
-3.9156296,7.09206,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_109_RCAN_BIX4-official.png
-4.6330047,10.084678,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_114_RCAN_BIX4-official.png
-4.5542164,11.040526,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_86_RCAN_BIX4-official.png
-0.31701517,7.735083,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_87_RCAN_BIX4-official.png
-3.804933,10.314824,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_89_RCAN_BIX4-official.png
-5.8681107,7.6398635,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_91_RCAN_BIX4-official.png
-1.4168869,9.59523,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_93_RCAN_BIX4-official.png
-2.4317849,3.3811047,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_97_RCAN_BIX4-official.png
