X,Y,标注类别名称,预测类别,图像路径
-54.736763,41.78027,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151149_cell_74_RCAN_BIX4-official.png
-77.68325,56.96423,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151149_cell_79_RCAN_BIX4-official.png
-44.93621,19.95896,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151149_cell_83_RCAN_BIX4-official.png
-32.075665,37.971764,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151239_cell_74_RCAN_BIX4-official.png
-67.89411,43.39853,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151239_cell_85_RCAN_BIX4-official.png
-55.346096,37.49195,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151239_cell_86_RCAN_BIX4-official.png
-91.397896,66.518936,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151239_cell_94_RCAN_BIX4-official.png
-27.229149,62.966507,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151239_cell_95_RCAN_BIX4-official.png
-47.45319,22.868685,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151239_cell_99_RCAN_BIX4-official.png
-103.90165,24.121553,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_53_RCAN_BIX4-official.png
-100.97292,-2.770443,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_57_RCAN_BIX4-official.png
-34.462055,-1.1538306,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_60_RCAN_BIX4-official.png
-45.36792,56.658848,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_65_RCAN_BIX4-official.png
-99.814865,40.202744,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_67_RCAN_BIX4-official.png
-61.91488,46.175915,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_68_RCAN_BIX4-official.png
-42.08726,43.49971,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_73_RCAN_BIX4-official.png
-65.5974,-45.46023,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_74_RCAN_BIX4-official.png
-43.794155,27.263123,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151335_cell_78_RCAN_BIX4-official.png
-36.580585,52.811882,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151507_cell_51_RCAN_BIX4-official.png
-41.363552,49.494152,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151507_cell_53_RCAN_BIX4-official.png
-74.9912,56.384537,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_59_RCAN_BIX4-official.png
-92.92331,0.44772735,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_60_RCAN_BIX4-official.png
-30.400007,45.861202,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_67_RCAN_BIX4-official.png
-51.121635,-7.7806487,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_72_RCAN_BIX4-official.png
-49.029217,-28.64631,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_76_RCAN_BIX4-official.png
-63.258495,44.354275,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_77_RCAN_BIX4-official.png
-80.848625,-56.811134,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_151942_cell_83_RCAN_BIX4-official.png
-20.264719,13.824086,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_155731_cell_63_RCAN_BIX4-official.png
-94.63865,22.971836,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_155731_cell_64_RCAN_BIX4-official.png
-33.001343,46.897583,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_155731_cell_71_RCAN_BIX4-official.png
-35.675327,47.569992,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_155731_cell_74_RCAN_BIX4-official.png
-26.994482,65.27595,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150918_155731_cell_75_RCAN_BIX4-official.png
-35.519135,15.40269,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_12_RCAN_BIX4-official.png
-90.776436,-15.847643,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_18_RCAN_BIX4-official.png
-130.47765,9.934729,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_22_RCAN_BIX4-official.png
-40.57998,36.20657,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_24_RCAN_BIX4-official.png
-28.826593,61.94839,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_30_RCAN_BIX4-official.png
-37.31786,49.75521,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_32_RCAN_BIX4-official.png
-76.3944,56.27697,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_38_RCAN_BIX4-official.png
-45.62578,-3.140116,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_41_RCAN_BIX4-official.png
-58.035362,-67.80911,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_165215_cell_7_RCAN_BIX4-official.png
-24.63863,8.999382,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_16_RCAN_BIX4-official.png
-110.35258,14.932677,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_22_RCAN_BIX4-official.png
-50.936398,-40.53774,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_23_RCAN_BIX4-official.png
-37.408928,7.532483,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170110_cell_4_RCAN_BIX4-official.png
-41.95483,65.20094,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_67_RCAN_BIX4-official.png
-34.34573,31.80506,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_79_RCAN_BIX4-official.png
-45.88588,44.11026,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_88_RCAN_BIX4-official.png
-96.84558,66.83618,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170246_cell_90_RCAN_BIX4-official.png
-73.0561,-16.934206,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_100_RCAN_BIX4-official.png
-84.13691,50.850662,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_74_RCAN_BIX4-official.png
-59.74492,45.50896,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_81_RCAN_BIX4-official.png
-89.80806,28.49371,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_91_RCAN_BIX4-official.png
-47.478806,-47.21243,parasitized,parasitized,D:\dataset\sr\val\parasitized\C101P62ThinF_IMG_20150923_170344_cell_93_RCAN_BIX4-official.png
-51.067535,-56.023384,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_161508_cell_193_RCAN_BIX4-official.png
-43.209778,-44.850235,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162051_cell_145_RCAN_BIX4-official.png
-63.29974,-9.621948,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162300_cell_181_RCAN_BIX4-official.png
-62.630463,6.537639,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162300_cell_182_RCAN_BIX4-official.png
-82.302124,8.726108,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162511_cell_169_RCAN_BIX4-official.png
-54.964153,-67.78492,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_162511_cell_172_RCAN_BIX4-official.png
-72.24805,-38.21259,parasitized,parasitized,D:\dataset\sr\val\parasitized\C102P63ThinF_IMG_20150918_163054_cell_169_RCAN_BIX4-official.png
-34.45951,14.514332,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164250_cell_170_RCAN_BIX4-official.png
-54.99831,-41.937824,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164331_cell_184_RCAN_BIX4-official.png
-30.33012,11.149276,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164553_cell_168_RCAN_BIX4-official.png
-66.473854,-61.010532,parasitized,parasitized,D:\dataset\sr\val\parasitized\C103P64ThinF_IMG_20150918_164553_cell_170_RCAN_BIX4-official.png
-24.843124,55.435616,parasitized,parasitized,D:\dataset\sr\val\parasitized\C104P65ThinF_IMG_20150918_172639_cell_184_RCAN_BIX4-official.png
-82.191826,-50.74126,parasitized,parasitized,D:\dataset\sr\val\parasitized\C105P66ThinF_IMG_20150924_095034_cell_149_RCAN_BIX4-official.png
-80.740974,-58.433575,parasitized,parasitized,D:\dataset\sr\val\parasitized\C105P66ThinF_IMG_20150924_095716_cell_114_RCAN_BIX4-official.png
-78.717316,-46.919403,parasitized,parasitized,D:\dataset\sr\val\parasitized\C106P67ThinF_IMG_20150924_103811_cell_183_RCAN_BIX4-official.png
-61.190388,-66.35987,parasitized,parasitized,D:\dataset\sr\val\parasitized\C106P67ThinF_IMG_20150924_104044_cell_167_RCAN_BIX4-official.png
-103.33768,53.549557,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221632_cell_172_RCAN_BIX4-official.png
-52.361732,-61.252747,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221909_cell_160_RCAN_BIX4-official.png
-125.32422,5.2497516,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_221909_cell_162_RCAN_BIX4-official.png
-79.542435,44.401974,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222233_cell_156_RCAN_BIX4-official.png
-69.91082,0.4924026,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222233_cell_158_RCAN_BIX4-official.png
-89.96741,57.26536,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_175_RCAN_BIX4-official.png
-90.51146,55.977203,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_177_RCAN_BIX4-official.png
-104.74223,53.38873,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_178_RCAN_BIX4-official.png
-73.51023,-14.85589,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222415_cell_181_RCAN_BIX4-official.png
-91.3133,50.672447,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_143_RCAN_BIX4-official.png
-106.110306,21.275091,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_144_RCAN_BIX4-official.png
-61.21368,37.47551,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222535_cell_146_RCAN_BIX4-official.png
-91.66285,57.74513,parasitized,parasitized,D:\dataset\sr\val\parasitized\C107P68ThinF_IMG_20150924_222630_cell_176_RCAN_BIX4-official.png
-50.490143,-56.04661,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_224038_cell_189_RCAN_BIX4-official.png
-16.78575,-1.3338464,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_224616_cell_197_RCAN_BIX4-official.png
-42.31303,68.34308,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_225004_cell_221_RCAN_BIX4-official.png
-48.40756,58.132282,parasitized,parasitized,D:\dataset\sr\val\parasitized\C108P69ThinF_IMG_20150924_225004_cell_222_RCAN_BIX4-official.png
-69.69788,-6.883854,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_102716_cell_187_RCAN_BIX4-official.png
-100.763695,-4.441825,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_102944_cell_172_RCAN_BIX4-official.png
-65.26724,-29.670475,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103113_cell_162_RCAN_BIX4-official.png
-60.64889,-58.141384,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103214_cell_182_RCAN_BIX4-official.png
-68.81916,-3.4894323,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103645_cell_173_RCAN_BIX4-official.png
-77.88413,-25.771626,parasitized,parasitized,D:\dataset\sr\val\parasitized\C109P70ThinF_IMG_20150930_103811_cell_157_RCAN_BIX4-official.png
-64.126564,-55.967255,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_105559_cell_200_RCAN_BIX4-official.png
-100.45066,-0.59270597,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_110052_cell_238_RCAN_BIX4-official.png
-99.865295,1.1425129,parasitized,parasitized,D:\dataset\sr\val\parasitized\C110P71ThinF_IMG_20150930_110404_cell_157_RCAN_BIX4-official.png
-44.84462,21.620811,parasitized,parasitized,D:\dataset\sr\val\parasitized\C111P72ThinF_IMG_20150930_112609_cell_169_RCAN_BIX4-official.png
-50.735226,25.60404,parasitized,parasitized,D:\dataset\sr\val\parasitized\C111P72ThinF_IMG_20150930_112827_cell_179_RCAN_BIX4-official.png
-72.53715,-35.834187,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131254_cell_184_RCAN_BIX4-official.png
-20.256927,-4.7774363,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131401_cell_165_RCAN_BIX4-official.png
-82.400764,29.98841,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131401_cell_167_RCAN_BIX4-official.png
-33.648804,60.931953,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131516_cell_177_RCAN_BIX4-official.png
-17.134323,-0.46688405,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131516_cell_178_RCAN_BIX4-official.png
-46.563328,-38.21268,parasitized,parasitized,D:\dataset\sr\val\parasitized\C112P73ThinF_IMG_20150930_131605_cell_183_RCAN_BIX4-official.png
-75.734695,-45.65949,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134355_cell_164_RCAN_BIX4-official.png
-59.404613,-10.675551,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134429_cell_182_RCAN_BIX4-official.png
-52.404533,62.668312,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134429_cell_184_RCAN_BIX4-official.png
-76.90006,51.04885,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_170_RCAN_BIX4-official.png
-59.140736,-59.86893,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_173_RCAN_BIX4-official.png
-79.4333,-55.08274,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134614_cell_174_RCAN_BIX4-official.png
-57.926746,10.278324,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_134751_cell_173_RCAN_BIX4-official.png
-46.15329,-43.30915,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_180_RCAN_BIX4-official.png
-88.93895,-21.812643,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_182_RCAN_BIX4-official.png
-100.571724,38.252518,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_135904_cell_183_RCAN_BIX4-official.png
-60.78667,35.38973,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_183_RCAN_BIX4-official.png
-58.25533,33.43603,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_184_RCAN_BIX4-official.png
-25.922947,-2.6595693,parasitized,parasitized,D:\dataset\sr\val\parasitized\C113P74ThinF_IMG_20150930_140646_cell_188_RCAN_BIX4-official.png
-117.90556,-10.506035,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_150013_cell_195_RCAN_BIX4-official.png
-85.88868,-11.475353,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_150833_cell_165_RCAN_BIX4-official.png
-136.05328,14.462502,parasitized,parasitized,D:\dataset\sr\val\parasitized\C114P75ThinF_IMG_20150930_151150_cell_177_RCAN_BIX4-official.png
-132.56725,14.584125,parasitized,parasitized,D:\dataset\sr\val\parasitized\C115P76ThinF_IMG_20150930_162038_cell_209_RCAN_BIX4-official.png
-77.483604,-45.25616,parasitized,parasitized,D:\dataset\sr\val\parasitized\C115P76ThinF_IMG_20150930_162315_cell_256_RCAN_BIX4-official.png
-32.86878,2.513921,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_88_RCAN_BIX4-official.png
-55.680862,-66.768074,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_95_RCAN_BIX4-official.png
-76.42795,21.487812,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_96_RCAN_BIX4-official.png
-101.91311,-35.209904,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_97_RCAN_BIX4-official.png
-35.87755,12.377974,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171219_cell_98_RCAN_BIX4-official.png
-104.56795,-34.32319,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_103_RCAN_BIX4-official.png
-57.174133,-67.58636,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_106_RCAN_BIX4-official.png
-63.723946,48.407814,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_112_RCAN_BIX4-official.png
-45.942932,19.492851,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_119_RCAN_BIX4-official.png
-132.15074,10.892193,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_121_RCAN_BIX4-official.png
-120.79238,-2.072537,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_132_RCAN_BIX4-official.png
-128.3826,4.9648,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_84_RCAN_BIX4-official.png
-112.788055,5.4390936,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171448_cell_92_RCAN_BIX4-official.png
-43.36622,-9.056558,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_100_RCAN_BIX4-official.png
-23.251987,-1.3299415,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_101_RCAN_BIX4-official.png
-121.38775,-6.611915,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_102_RCAN_BIX4-official.png
-64.60845,-58.68805,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_103_RCAN_BIX4-official.png
-102.44378,-0.7109204,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_105_RCAN_BIX4-official.png
-104.31078,-3.1714177,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_108_RCAN_BIX4-official.png
-87.17724,8.23619,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_110_RCAN_BIX4-official.png
-106.277374,18.75876,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_123_RCAN_BIX4-official.png
-72.656715,-62.963085,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_124_RCAN_BIX4-official.png
-32.839333,-7.8372245,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_129_RCAN_BIX4-official.png
-135.57689,15.5241995,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_131_RCAN_BIX4-official.png
-66.66393,-60.35604,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_132_RCAN_BIX4-official.png
-55.791294,-68.78076,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_138_RCAN_BIX4-official.png
-133.95369,13.741664,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_141_RCAN_BIX4-official.png
-86.508934,-11.129939,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_91_RCAN_BIX4-official.png
-127.71916,5.54066,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171558_cell_93_RCAN_BIX4-official.png
-67.02157,-5.0462475,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_106_RCAN_BIX4-official.png
-72.04945,-61.40268,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_107_RCAN_BIX4-official.png
-79.554504,-12.471672,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_109_RCAN_BIX4-official.png
-77.55043,-48.16875,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_114_RCAN_BIX4-official.png
-78.282135,-58.37658,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_86_RCAN_BIX4-official.png
-33.595825,-5.6055374,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_87_RCAN_BIX4-official.png
-71.2694,-48.930527,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_89_RCAN_BIX4-official.png
-99.4512,-25.209259,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_91_RCAN_BIX4-official.png
-46.610924,-39.838806,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_93_RCAN_BIX4-official.png
-78.85644,34.719357,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171635_cell_97_RCAN_BIX4-official.png
-44.78028,-43.242577,parasitized,parasitized,D:\dataset\sr\val\parasitized\C116P77ThinF_IMG_20150930_171739_cell_102_RCAN_BIX4-official.png
